id,original_address_1,original_address_2,standardized_address_1,standardized_address_2,match_level,confidence_score,analysis,method_used,timestamp,status
11.0,"Godesetdalen 8,Stavanger,4034,NOR","Barueri G8,BRA","Godesetdalen 8, Stavanger, Rogaland, 4034, Norway","Barueri, São Paulo, Brazil",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:51:56.477491,success
12.0,"Philip Pedersens vei 1    ,Lysaker,1366,NOR","Professor Kohts Vei 5-17,1366,NOR","Philip Pedersens vei 1, Lysaker, Bærum, 1366, Norway","Professor Kohts Vei 5-17, Lysaker, Bærum, 1366, Norway",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:51:56.477491,success
13.0,"Eldfiskvegen 1, Postboks 200, 4065 Stavanger,Tananger,4056,NOR","Stavanger,NOR","Eldfiskvegen 1, Postboks 200, Tananger, Sola, 4056, Norway","Stavanger, Rogaland, Norway",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:51:56.477491,success
14.0,"Stølevegen 394715 Øvrebø  ,Kristiansand,4715,NOR","Stølevegen 39
4715  OSLO
%1,OSLO,4715,NOR","Stølevegen 39, Øvrebø, Vennesla, 4715, Norway","Stølevegen 39, Oslo, 4715, Norway",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:51:56.477491,success
15.0,"Tjuvholmen Alle 1,Oslo,252,NOR","252,NOR","Tjuvholmen Alle 1, Oslo, 0252, Norway","Oslo, 0252, Norway",PROBABLY_SAME_LOCATION,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:51:56.477491,success
16.0,"Arnsetvegen 49,Hamar,2324,NOR","Årstadvägen 4, Falkenberg, 31144,31144,SWE","Arnsetvegen 49, Hamar, 2324, Innlandet, Norway","Årstadvägen 4, Falkenberg, 31144, Halland, Sweden",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:13.757135,success
17.0,"Hammersborggata 2,Oslo,181,NOR","Bryggegata 9_x000D_
 _x000D_
 _x000D_,Oslo,950,NOR","Hammersborggata 2, Oslo, 0181, Oslo, Norway","Bryggegata 9, Oslo, 0250, Oslo, Norway",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:13.757135,success
18.0,"Follummoveien 94,Hønefoss,3516,NOR","94 QUEEN STREET_x000D_
 _x000D_
 _x000D_,WITHERNSEA,HU19 2HB,GBR","Follummoveien 94, Hønefoss, 3516, Viken, Norway","94 Queen Street, Withernsea, HU19 2HB, East Riding of Yorkshire, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:13.757135,success
19.0,"Oslo,250,NOR","Netherlands,NLD","Oslo, 0250, Oslo, Norway",Netherlands,NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:13.757135,success
20.0,"Ensjoveien 23 B, N-0661 Oslo    ,Oslo,661,NOR","Lilleakerveien 2B, Oslo,283,NOR","Ensjoveien 23B, 0661 Oslo, Oslo, Norway","Lilleakerveien 2B, 0283 Oslo, Oslo, Norway",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:13.757135,success
21.0,"Rosenholmveien 25, Trollåsen, 1414, NOR","250, NOR","Rosenholmveien 25, Trollåsen, 1414, Norway",Norway,NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:34.086148,success
22.0,"Bryggegata 9, Oslo, 250, NOR","Bryggegata 9_x000D_
_x000D_
_x000D_, Oslo, 950, NOR","Bryggegata 9, Oslo, 0250, Norway","Bryggegata 9, Oslo, 0950, Norway",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:34.086148,success
23.0,"Kabelgata 34, Oslo, 580, NOR","Kabelgata 32-40, 0580, NOR","Kabelgata 34, Oslo, 0580, Norway","Kabelgata 32-40, Oslo, 0580, Norway",VERY_LIKELY_MATCH,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:34.087046,success
24.0,"Ensjoveien 23 B, N-0661 Oslo, Oslo, 661, NOR","Lilleakerveien 2B, Oslo, 283, NOR","Ensjoveien 23B, Oslo, 0661, Norway","Lilleakerveien 2B, Oslo, 0283, Norway",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:34.087046,success
25.0,"Drammensveien 288 283, Oslo, NOR","Drammensveien 288, 0283 Oslo., 283, NOR","Drammensveien 288, Oslo, 0283, Norway","Drammensveien 288, Oslo, 0283, Norway",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:34.087046,success
26.0,"Kleppeveien 313,Tørdal,3753,NOR","Services Limited, 6th Floor, Exchange Tower
London
London
E14 9GE
%1,London,E14 9GE,GBR","Kleppeveien 313, Tørdal, 3753, Norway","6th Floor, Exchange Tower, London, E14 9GE, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:52.006357,success
27.0,"Bryggegata 9,Oslo,250,NOR","Bryggegata 9_x000D_
 _x000D_
 _x000D_,Oslo,950,NOR","Bryggegata 9, Oslo, 0250, Norway","Bryggegata 9, Oslo, 0250, Norway",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:52.006357,success
28.0,"Bryggegata 9,Oslo,250,NOR","Bryggegata 9_x000D_
 _x000D_
 _x000D_,Oslo,950,NOR","Bryggegata 9, Oslo, 0250, Norway","Bryggegata 9, Oslo, 0250, Norway",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:52.006357,success
29.0,"Professor Kohts Vei 5-17    ,Lysaker,1366,NOR","Professor Kohts Vei 5-17,1366,NOR","Professor Kohts Vei 5-17, Lysaker, 1366, Norway","Professor Kohts Vei 5-17, Lysaker, 1366, Norway",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:52.006357,success
30.0,"Nydalen Alle 37A    ,NULL,NOR","37 A Nydaten Alle,Oslo,NOR","Nydalen Alle 37A, Oslo, Norway","Nydalen Alle 37A, Oslo, Norway",VERY_LIKELY_SAME,90,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:52:52.006357,success
31.0,"Kystveien 18,Arendal,4841,NOR","_x000D_
Locatellikade 1_x000D_
 _x000D_,Locatellikade 1,Amsterdam,1076 AZ,NLD","Kystveien 18, Arendal, 4841, Norway","Locatellikade 1, Amsterdam, 1076 AZ, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:09.378959,success
32.0,"Tjuvholmen Alle 1,Oslo,252,NOR","252,NOR","Tjuvholmen Alle 1, Oslo, 0252, Norway","Oslo, 0252, Norway",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:09.378959,success
33.0,"Rosenholmveien 25    ,Trollåsen,1414,NOR","_x000D_
Locatellikade 1_x000D_
 _x000D_,Locatellikade 1,Amsterdam,1076 AZ,NLD","Rosenholmveien 25, Trollåsen, 1414, Norway","Locatellikade 1, Amsterdam, 1076 AZ, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:09.378959,success
34.0,"Haakon VIIs gate 5    ,Oslo,161,NOR","161,NOR","Haakon VIIs gate 5, Oslo, 0161, Norway","Oslo, 0161, Norway",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:09.378959,success
35.0,"Henrik Ibsensgate 20,Oslo,255,NOR","0255,NOR","Henrik Ibsens gate 20, Oslo, 0255, Norway","Oslo, 0255, Norway",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:09.378959,success
36.0,"Ernst Hedlunds vag 35 1  ,Gagnef,SWE","Ernst Hedlunds vag 35,785 30,SWE","Ernst Hedlunds väg 35 1, Gagnef, Dalarna, Sweden","Ernst Hedlunds väg 35, 785 30, Gagnef, Dalarna, Sweden",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:27.660850,success
37.0,"Folkparksvägen 31 Folkparksvagen 31-33, 0001  ,Vastervik,SWE","Folkparksvägen 31,593 37,SWE","Folkparksvägen 31-33, 0001, Västervik, Kalmar, Sweden","Folkparksvägen 31, 593 37, Västervik, Kalmar, Sweden",PROBABLY_SAME,75,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:27.660850,success
38.0,"Malmstensgatan 19 3  ,Varnamo,SWE","Malmstensgatan 19,331 41,SWE","Malmstensgatan 19 3, Värnamo, Jönköping, Sweden","Malmstensgatan 19, 331 41, Värnamo, Jönköping, Sweden",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:27.660850,success
39.0,"Malmstensgatan 19 502  ,Varnamo,SWE","Malmstensgatan 19,331 41,SWE","Malmstensgatan 19 502, Värnamo, Jönköping, Sweden","Malmstensgatan 19, 331 41, Värnamo, Jönköping, Sweden",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:27.660850,success
40.0,"Ernst Hedlunds väg 35,Gagnef,SWE","Ernst Hedlunds vag 35,785 30,SWE","Ernst Hedlunds väg 35, Gagnef, Dalarna, Sweden","Ernst Hedlunds väg 35, 785 30, Gagnef, Dalarna, Sweden",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:27.660850,success
41.0,"Jakobsbergsgatan 16,    ,Stockholm,SWE","Vasagatan 10_x000D_
 _x000D_
 _x000D_,Stockholm,11120,SWE","Jakobsbergsgatan 16, Stockholm, Stockholm County, Sweden","Vasagatan 10, Stockholm, 111 20, Stockholm County, Sweden",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:47.987926,success
42.0,"Skjutsgossen 12,Stockholm,SWE","KARLAVAGEN 108, 12 FL
115 26 STOCKHOLM
SWE,STOCKHOLM,115 26,SWE","Skjutsgossen 12, Stockholm, Stockholm County, Sweden","Karlavägen 108, 12th Floor, 115 26 Stockholm, Stockholm County, Sweden",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:47.987926,success
43.0,"Master Samuelsgatan 36    ,Stockholm,SWE","Master Samuelsgatan 36,111 57,SWE","Mäster Samuelsgatan 36, Stockholm, Stockholm County, Sweden","Mäster Samuelsgatan 36, 111 57 Stockholm, Stockholm County, Sweden",IDENTICAL_LOCATION,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:47.987926,success
44.0,"J�rf�lla    ,Stockholm,SWE","Fao Accounts Payable
Dalvaigen 16
169.56 Solna
Sverige
SWE","Järfälla, Stockholm County, Sweden","Dalvägen 16, 169 56 Solna, Stockholm County, Sweden",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:47.987926,success
45.0,"Kungsparksv�gen 80    ,Stockholm,SWE","164,NOR","Kungsparksvägen 80, Stockholm, Stockholm County, Sweden","164, Norway",COMPLETELY_DIFFERENT_LOCATIONS,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:53:47.987926,success
46.0,"G�rdsv�gen 13    ,Stockholm,SWE","164,NOR","Gårdsvägen 13, Stockholm, Sweden","164, Norway",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:04.351658,success
47.0,"Sveavagen 21-23    ,Stockholm,SWE","164,NOR","Sveavägen 21-23, Stockholm, Sweden","164, Norway",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:04.351658,success
48.0,"Hamneviksvagen 101    ,Goteborg,41879,SWE","Gran Via no. 27,28220,ESP","Hamneviksvägen 101, Göteborg, 41879, Sweden","Gran Via no. 27, 28220, Spain",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:04.351658,success
49.0,"Hamneviksvagen 101 Adient - Torslanda Plant 520261,Göteborg,41879,SWE","11 Brick Plant Road,USA","Hamneviksvägen 101, Adient - Torslanda Plant, Göteborg, 41879, Sweden","11 Brick Plant Road, USA",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:04.351658,success
50.0,"Kronborgsgrand 23    ,Stockholm,SWE","Lautengartenstrasse 6_x000D_
 _x000D_
 _x000D_,Basel,4052,CHE","Kronborgsgränd 23, Stockholm, Sweden","Lautengartenstrasse 6, Basel, 4052, Switzerland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:04.351658,success
51.0,"Bjuv,SWE","8 Sackville Street
LONDON
W1S 3DG
United Kingdom,LONDON,W1S 3DG,GBR","Bjuv, Skåne County, Sweden","8 Sackville Street, London, W1S 3DG, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:45.121266,success
52.0,"Staffantorpsvägen 50    ,Arlöv,SWE","Akzo Nobel
Staffanstorpsvägen 50
205 17 Malmö
Sweden,20517,SWE","Staffanstorpsvägen 50, Arlöv, Skåne County, Sweden","Staffanstorpsvägen 50, Malmö, 205 17, Skåne County, Sweden",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:45.121266,success
53.0,"Stenåldersgatan 4,Malmö,SWE","Akzo Nobel
Staffanstorpsvägen 50
205 17 Malmö
Sweden,20517,SWE","Stenåldersgatan 4, Malmö, Skåne County, Sweden","Staffanstorpsvägen 50, Malmö, 205 17, Skåne County, Sweden",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:45.121266,success
54.0,"Tegeluddsvägen 21    ,Stockholm,SWE","SETE01 Tegeluddsvagen 3-4,114 41,SWE","Tegeluddsvägen 21, Stockholm, 115 41, Stockholm County, Sweden","Tegeluddsvägen 3-4, Stockholm, 114 41, Stockholm County, Sweden",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:45.121266,success
55.0,"Samuelsdalsvägen 2 B    ,Falun,79161,SWE","Harbour House Sundkrogsgade 21 Copenhagen 21, Dk Denmar_x000D_
 _x000D_
 _x000D_,CITY,POSTAL,DNK","Samuelsdalsvägen 2 B, Falun, 791 61, Dalarna County, Sweden","Harbour House, Sundkrogsgade 21, Copenhagen, 2100, Denmark",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:54:45.121266,success
56.0,"Indiska Oceanen 11,Göteborg,SWE","4400,DNK","Indiska Oceanen 11, Göteborg, Västra Götaland, Sweden","4400, Kalundborg, Region Zealand, Denmark",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:01.217575,success
57.0,"Indiska Oceanen 11,Göteborg,SWE","4400,DNK","Indiska Oceanen 11, Göteborg, Västra Götaland, Sweden","4400, Kalundborg, Region Zealand, Denmark",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:01.217575,success
58.0,"Sollentuna,SWE","_x000D_
Lage Biezenweg 1_x000D_
Regio West_x000D_,Lage Biezenweg 1,VIANEN,4131 LV,NLD","Sollentuna, Stockholm County, Sweden","Lage Biezenweg 1, Vianen, Utrecht, 4131 LV, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:01.217575,success
59.0,"Sollentuna,SWE","Lillienthalstr. 4,DEU","Sollentuna, Stockholm County, Sweden","Lilienthalstraße 4, Germany",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:01.217575,success
60.0,"Sollentuna,SWE","Lillienthalstr. 4,DEU","Sollentuna, Stockholm County, Sweden","Lilienthalstraße 4, Germany",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:01.217575,success
61.0,"Trangkaren 7 - Gorwellsgatan 30    ,Stockholm,SWE","SEKI46 Torshamnsgatan 30 C,163 40,SWE","Trangkaren 7 - Gorwellsgatan 30, Stockholm, Sweden","SEKI46 Torshamnsgatan 30 C, 163 40, Stockholm, Sweden",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:19.888447,success
62.0,"Trangkaren 7 - Ralambsvaegen 15-17    ,Stockholm,SWE","Skarprättarvägen 7, lokal 17, Järfälla,SWE","Trangkaren 7 - Ralambsvaegen 15-17, Stockholm, Sweden","Skarprättarvägen 7, lokal 17, Järfälla, Sweden",DIFFERENT_AREAS,10,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:19.888447,success
63.0,",NULL,SWE","PO Box-30,Silk Road Business Park, Macclesfield, Cheshire SK10 2NA United Kingdom,Macclesfield, Cheshire,SK10 2NA,GBR","NULL, Sweden","PO Box-30, Silk Road Business Park, Macclesfield, Cheshire, SK10 2NA, United Kingdom",COMPLETELY_DIFFERENT_LOCATIONS,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:19.888447,success
64.0,"Vasagatan 10,Stockholm,11120,SWE","Birger Jarlsgatan 13,BoA15,SWE","Vasagatan 10, Stockholm, 11120, Sweden","Birger Jarlsgatan 13, BoA15, Stockholm, Sweden",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:19.888447,success
65.0,"Lindholmspiren 11,Göteborg,SWE","SELN01 Lindholmspiren 10,417 56,SWE","Lindholmspiren 11, Göteborg, Sweden","SELN01 Lindholmspiren 10, 417 56, Göteborg, Sweden",VERY_LIKELY_SAME_LOCATION,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:19.888447,success
66.0,"Ballstaagatan 16-22    ,Stockholm,SWE","Chaussee d Alsemberg 240 - Braine L Alleud
1420 Braine l Alleud
%1,Braine l Alleud,1420,BEL","Ballstaagatan 16-22, Stockholm, Stockholm County, Sweden","Chaussee d'Alsemberg 240, Braine-l'Alleud, Walloon Brabant, 1420, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:37.958563,success
67.0,"Mariehallsvagen 37-39    ,Stockholm,SWE","37-39 BRIDGE STREET_x000D_
 _x000D_
 _x000D_,PINNER,HA5 3HR,GBR","Mariehallsvagen 37-39, Stockholm, Stockholm County, Sweden","37-39 Bridge Street, Pinner, Greater London, HA5 3HR, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:37.958563,success
68.0,"Armégatan 40    ,Stockholm,SWE","Stenaldersgatan 4, 213 76 Malmo, Box 9016,205-93,SWE","Armegatan 40, Stockholm, Stockholm County, Sweden","Stenaldersgatan 4, 213 76 Malmo, Box 9016, 205-93 Malmo, Skane County, Sweden",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:37.958563,success
69.0,"Armégatan 38    ,Stockholm,SWE","Survey No.37,38/2, & 38/3, Sholavaram Village,Solipalyam,Ponneri Taluka,Sholavaram Panchyat,Thiruvallur Dist,,IND","Armegatan 38, Stockholm, Stockholm County, Sweden","Survey No.37, 38/2, & 38/3, Sholavaram Village, Solipalyam, Ponneri Taluka, Sholavaram Panchyat, Thiruvallur District, Tamil Nadu, India",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:37.958563,success
70.0,"Märsta,11111,SWE","CAF Traincare Depot_x000D_
Hoole Rd_x000D_
 _x000D_,Hoole Rd,Chester,CH2 3DJ,GBR","Marsta, 11111, Stockholm County, Sweden","CAF Traincare Depot, Hoole Road, Chester, CH2 3DJ, Cheshire, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:37.958563,success
71.0,"Arlanda,11111,SWE","University of Nottingham Life Sciences_x000D_
East Drive_x000D_
 _x000D_,East Drive,Nottingham,NG7 2TQ,GBR","Arlanda, Stockholm, 11111, Sweden","University of Nottingham Life Sciences, East Drive, Nottingham, NG7 2TQ, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:54.306185,success
72.0,"Arlanda,11111,SWE",,,,NO_MATCH,0,One or both addresses are empty,validation_check,2025-08-22T11:55:54.306185,empty_address
73.0,"Stockholm,11111,SWE",,,,NO_MATCH,0,One or both addresses are empty,validation_check,2025-08-22T11:55:54.306185,empty_address
74.0,"Sundstabacken 10 Box 90221,Stockholm,12023,SWE","Stenaldersgatan 4, 213 76 Malmo, Box 9016,205-93,SWE","Sundstabacken 10, Box 90221, Stockholm, 12023, Sweden","Stenaldersgatan 4, Box 9016, 213 76 Malmo, 205-93, Sweden",DIFFERENT,10,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:54.306185,success
75.0,"Malmö,11111,SWE","Wolfe Tone House Wolfe Tone Street_x000D_
 _x000D_
 _x000D_,Dublin 1,POSTAL,IRL","Malmö, 11111, Sweden","Wolfe Tone House, Wolfe Tone Street, Dublin 1, Ireland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:55:54.306185,success
76.0,"Lysbomben 5 - Ralambsvaegen 3-5      ,Stockholm,SWE","SETE01 Tegeluddsvagen 3-4,114 41,SWE","Lysbomben 5 - Rålambsvägen 3-5, Stockholm, Stockholm County, Sweden","SETE01 Tegeluddsvägen 3-4, 114 41 Stockholm, Stockholm County, Sweden",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:56:12.470535,success
77.0,"Klarabergsviadukten 90    ,Stockholm,11111,SWE","16451,SWE","Klarabergsviadukten 90, 11111 Stockholm, Stockholm County, Sweden","164 51 Stockholm, Stockholm County, Sweden",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:56:12.470535,success
78.0,"Magistratvägen 16 P.O. Box 10101,Lund,SWE","Lagos Island  100221 NGA,Lagos Island,100221,NGA","Magistratvägen 16, P.O. Box 10101, Lund, Skåne County, Sweden","Lagos Island, 100221 Lagos, Lagos State, Nigeria",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:56:12.470535,success
79.0,"Jakobsbergsgatan 13    ,Stockholm,11444,SWE","21 Moorfields_x000D_
 _x000D_
 _x000D_,London,EC2M 6TX,GBR","Jakobsbergsgatan 13, 11444 Stockholm, Stockholm County, Sweden","21 Moorfields, London, EC2M 6TX, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:56:12.470535,success
80.0,"Telegrafgatan 6A    ,Solna,SWE","Telegrafgatan 6
Box 613
169 26 Solna
Stockholm
SWE
SWE,SWE","Telegrafgatan 6A, Solna, Stockholm County, Sweden","Telegrafgatan 6, Box 613, 169 26 Solna, Stockholm County, Sweden",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:56:12.470535,success
81.0,"8th Floor, Gustavslundsvagen 131    ,Stockholm,SWE","8th Floor, Gustavslundsvagen 131,167 51,SWE","8th Floor, Gustavslundsvägen 131, Stockholm, 167 51, Sweden","8th Floor, Gustavslundsvägen 131, Stockholm, 167 51, Sweden",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:56:30.017682,success
82.0,"Blasieholmsgatan 7    ,Stockholm,SWE","United Kingdom,GBR","Blasieholmsgatan 7, Stockholm, Sweden",United Kingdom,NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T11:56:30.017682,success
